web_scraper_order,web_scraper_start_url,nombre_del_hotel,nombre_usuario,nacionalidad,detalles_hab,noches,personas,comentario_general,positivo,negativo,nota,fecha,nota_personal,nota_confort,nota_wifi,nota_instalaciones_servicios,nota_calidad_precio,nota_limpieza,nota_ubicacion,nota_media_resenas,comentario_media_hotel
1776377680-6527,https://www.booking.com/hotel/es/the-river-hostel.es.html?aid=311984&label=the-river-hostel-pVbZ2u5Z4riHHBXVx2YG%2AAS393160854925%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-204448223128%3Alp9207743%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YTQUGSsRwx9_3qo3uPTHyoo&sid=e0273f6555d680859423d757f926d3cf&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776365063&srpvid=689691cedfc51484&type=total&ucfs=1&,The River Hostel,Sin_margo,España,Litera en una habitación compartida femenina,1 noche ·,Persona que viaja sola,"Больше плюсов, я ещё вернусь!","Есть фен, одеяло теплое, расположение (открывается прекрасный вид), есть везде розетки, есть ящик для личных вещей с замком. И главное это шторки с помощью которых ты можешь сделать своё личное пространство.","Двери не покрашены, всё сыпалось. Балкон грязный, душевая - немного сломан кран (там где труба), когда вода открыта. Туалет при мне убирался, душевые нет.",10,Fecha del comentario: 19 de diciembre de 2023,"8,9","8,3","8,2","8,3","8,6","8,4","9,1","8,2",Muy bien
1776377680-6528,https://www.booking.com/hotel/es/the-river-hostel.es.html?aid=311984&label=the-river-hostel-pVbZ2u5Z4riHHBXVx2YG%2AAS393160854925%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-204448223128%3Alp9207743%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YTQUGSsRwx9_3qo3uPTHyoo&sid=e0273f6555d680859423d757f926d3cf&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776365063&srpvid=689691cedfc51484&type=total&ucfs=1&,The River Hostel,Veronica,Italia,Litera en habitación compartida mixta de 12 camas,3 noches ·,Persona que viaja sola,Decepcionante,Presenza di phon e piastra nei bagni delle donne e sapone per le mani.,"L' ultima sera compagni di camera super maleducati, puzzolenti e confusionari .","4,0",Fecha del comentario: 18 de diciembre de 2023,"8,9","8,3","8,2","8,3","8,6","8,4","9,1","8,2",Muy bien
1776377680-6529,https://www.booking.com/hotel/es/the-river-hostel.es.html?aid=311984&label=the-river-hostel-pVbZ2u5Z4riHHBXVx2YG%2AAS393160854925%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-204448223128%3Alp9207743%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YTQUGSsRwx9_3qo3uPTHyoo&sid=e0273f6555d680859423d757f926d3cf&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776365063&srpvid=689691cedfc51484&type=total&ucfs=1&,The River Hostel,Josefine,Alemania,Litera en una habitación compartida femenina,5 noches ·,Persona que viaja sola,"Grds. eine gute Unterkunft , die aber sehr unter dem unsauberen Zustand leidet!",Küchenausstattung und Aufenthaltsbereich gut,Sanitärbereich und Küche sehr dreckig,"5,0",Fecha del comentario: 18 de diciembre de 2023,"8,9","8,3","8,2","8,3","8,6","8,4","9,1","8,2",Muy bien
1776377680-6530,https://www.booking.com/hotel/es/the-river-hostel.es.html?aid=311984&label=the-river-hostel-pVbZ2u5Z4riHHBXVx2YG%2AAS393160854925%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-204448223128%3Alp9207743%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YTQUGSsRwx9_3qo3uPTHyoo&sid=e0273f6555d680859423d757f926d3cf&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776365063&srpvid=689691cedfc51484&type=total&ucfs=1&,The River Hostel,Nikolai,Rusia,Litera en habitación compartida mixta de 12 camas,2 noches ·,Persona que viaja sola,"Если хостел в Валенсии, то The River Hostel!","Классный хостел в несколько этажей! Добрый, отзывчивый персонал! Можно оставить рюкзак и пользоваться общей площадью на первом этаже, после выезда из номера в ожидании вечернего поезда.",,10,Fecha del comentario: 8 de diciembre de 2023,"8,9","8,3","8,2","8,3","8,6","8,4","9,1","8,2",Muy bien
1776377680-6531,https://www.booking.com/hotel/es/the-river-hostel.es.html?aid=311984&label=the-river-hostel-pVbZ2u5Z4riHHBXVx2YG%2AAS393160854925%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-204448223128%3Alp9207743%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YTQUGSsRwx9_3qo3uPTHyoo&sid=e0273f6555d680859423d757f926d3cf&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776365063&srpvid=689691cedfc51484&type=total&ucfs=1&,The River Hostel,Nikolai,Rusia,Litera en habitación compartida mixta de 12 camas,1 noche ·,Persona que viaja sola,Отличный хостел в центре Валенсии!,"Чистый хостел, несколько этажей, есть кухня, после освобождения номера можно оставить рюкзак и пользоваться общей зоной, что очень важно!",,10,Fecha del comentario: 8 de diciembre de 2023,"8,9","8,3","8,2","8,3","8,6","8,4","9,1","8,2",Muy bien
1776377680-6532,https://www.booking.com/hotel/es/the-river-hostel.es.html?aid=311984&label=the-river-hostel-pVbZ2u5Z4riHHBXVx2YG%2AAS393160854925%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-204448223128%3Alp9207743%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YTQUGSsRwx9_3qo3uPTHyoo&sid=e0273f6555d680859423d757f926d3cf&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776365063&srpvid=689691cedfc51484&type=total&ucfs=1&,The River Hostel,Louane,Francia,Cama en habitación compartida mixta de 8 camas,3 noches ·,Persona que viaja sola,J’ai adoré mon séjour,Emplacement idéal,Propreté parfois peu correcte surtout dans les toilettes et sur la table à manger mais c’est surtout de la faute à certaines personnes qui ne respectent pas vraiment la cohabitation,10,Fecha del comentario: 5 de diciembre de 2023,"8,9","8,3","8,2","8,3","8,6","8,4","9,1","8,2",Muy bien
1776377680-6533,https://www.booking.com/hotel/es/the-river-hostel.es.html?aid=311984&label=the-river-hostel-pVbZ2u5Z4riHHBXVx2YG%2AAS393160854925%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-204448223128%3Alp9207743%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YTQUGSsRwx9_3qo3uPTHyoo&sid=e0273f6555d680859423d757f926d3cf&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776365063&srpvid=689691cedfc51484&type=total&ucfs=1&,The River Hostel,Bruna,Brasil,Litera en habitación compartida mixta de 12 camas,3 noches ·,Persona que viaja sola,Não recomendo este lugar,,"Funcionário na recepção mal e educados e com má vontade de atender, zero prestativos.
Quartos com barulho extremo, sem respeito pelo horário, muito desconfortável pela quantidade de pessoas.
Escada para a cama de cima perigosa e desconfortável.","3,0",Fecha del comentario: 4 de diciembre de 2023,"8,9","8,3","8,2","8,3","8,6","8,4","9,1","8,2",Muy bien
1776377680-6534,https://www.booking.com/hotel/es/the-river-hostel.es.html?aid=311984&label=the-river-hostel-pVbZ2u5Z4riHHBXVx2YG%2AAS393160854925%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-204448223128%3Alp9207743%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YTQUGSsRwx9_3qo3uPTHyoo&sid=e0273f6555d680859423d757f926d3cf&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776365063&srpvid=689691cedfc51484&type=total&ucfs=1&,The River Hostel,Thiago,Brasil,Cama en habitación compartida mixta de 6 camas,1 noche ·,En grupo,Excepcional,"Hostel organizado, limpo e seguro. Staff muito atencioso e solicito. Café da manhã muito bom, com opções que fazem o preço valer ainda mais à pena. Localização maravilhosa, em uma área linda da cidade, com inúmeras facilidades alcançáveis à pé. Viajo há anos e este está entre os melhores hosteis que já estive.",,10,Fecha del comentario: 3 de diciembre de 2023,"8,9","8,3","8,2","8,3","8,6","8,4","9,1","8,2",Muy bien
1776377680-6535,https://www.booking.com/hotel/es/the-river-hostel.es.html?aid=311984&label=the-river-hostel-pVbZ2u5Z4riHHBXVx2YG%2AAS393160854925%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-204448223128%3Alp9207743%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YTQUGSsRwx9_3qo3uPTHyoo&sid=e0273f6555d680859423d757f926d3cf&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776365063&srpvid=689691cedfc51484&type=total&ucfs=1&,The River Hostel,Aga_kubanka,Polonia,Litera en habitación compartida mixta de 12 camas,2 noches ·,En grupo,Excepcional,"Przyjazna obsługa bardzo czysto i wygodnie świetne łóżka dobra lokalizacja stosunek ceny do usługi bardzo dobry, darmowa woda","Pani na śniadaniu która wyrzuca gości punkt 10:30 ze ścierką w ręku - duża konsternacja- brak warzyw na śniadaniu

Chrapiący  goście z łóżka naprzeciwko no ale to już nie wina hostelu i trzeba się z tym liczyć w pokojach wieloosobowych",10,Fecha del comentario: 1 de diciembre de 2023,"8,9","8,3","8,2","8,3","8,6","8,4","9,1","8,2",Muy bien
1776377680-6536,https://www.booking.com/hotel/es/the-river-hostel.es.html?aid=311984&label=the-river-hostel-pVbZ2u5Z4riHHBXVx2YG%2AAS393160854925%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-204448223128%3Alp9207743%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YTQUGSsRwx9_3qo3uPTHyoo&sid=e0273f6555d680859423d757f926d3cf&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776365063&srpvid=689691cedfc51484&type=total&ucfs=1&,The River Hostel,Magdalena,Bélgica,Litera en una habitación compartida femenina,4 noches ·,Persona que viaja sola,Agradable,La ubicación. La limpieza. La cocina es grande y limpia. Tido funcionaba de maravilla. La sala común es muy buena. Hay separadores en la cama.,"La gente es muy irrespetuosa, no respetan los horarios y hacen muchísimo ruido. Tanto en el cuarto como afuera.
Cuando uno se baña la temperatura del agua cambia de fría a caliente o al revés sola. No sé si eso fue por si más de 2 personas se bañaban o otro motivo. La luz en el baño se apagaba muy rápido y al bañarse se tenía que salir de la ducha para que se prendiera de nuevo. Fatal. 
Las camas son super incómodas y muy duras. No son colchones.","6,0",Fecha del comentario: 30 de noviembre de 2023,"8,9","8,3","8,2","8,3","8,6","8,4","9,1","8,2",Muy bien
1776377680-6537,https://www.booking.com/hotel/es/the-river-hostel.es.html?aid=311984&label=the-river-hostel-pVbZ2u5Z4riHHBXVx2YG%2AAS393160854925%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-204448223128%3Alp9207743%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YTQUGSsRwx9_3qo3uPTHyoo&sid=e0273f6555d680859423d757f926d3cf&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776365063&srpvid=689691cedfc51484&type=total&ucfs=1&,The River Hostel,Mariely,Venezuela,Cama en habitación compartida mixta de 4 camas,1 noche ·,Persona que viaja sola,Eccellente posizione.,"Ostello carino, molto ben posizionato vicinissimo al centro storico. Personale molto gentile, letti comodi, puliti. 
Anche se sono stata solo 1 notte, lo consiglio vivamente.",,10,Fecha del comentario: 29 de noviembre de 2023,"8,9","8,3","8,2","8,3","8,6","8,4","9,1","8,2",Muy bien
1776377680-6538,https://www.booking.com/hotel/es/the-river-hostel.es.html?aid=311984&label=the-river-hostel-pVbZ2u5Z4riHHBXVx2YG%2AAS393160854925%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-204448223128%3Alp9207743%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YTQUGSsRwx9_3qo3uPTHyoo&sid=e0273f6555d680859423d757f926d3cf&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776365063&srpvid=689691cedfc51484&type=total&ucfs=1&,The River Hostel,Nathalie,Bélgica,Litera en una habitación compartida femenina,3 noches ·,Persona que viaja sola,Teleurstellend,Perfecte locatie,Ik had gereserveerd in vrouwenslaapzaal en er bleken allemaal oude mannen in de zaal te slapen. Eerste nacht: geen kussen of deken. Dag erop aangegeven: met veel tegenzin een kussen en laken gaan halen (deken hadden ze niet meer).,"4,0",Fecha del comentario: 19 de noviembre de 2023,"8,9","8,3","8,2","8,3","8,6","8,4","9,1","8,2",Muy bien
1776377680-6539,https://www.booking.com/hotel/es/the-river-hostel.es.html?aid=311984&label=the-river-hostel-pVbZ2u5Z4riHHBXVx2YG%2AAS393160854925%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-204448223128%3Alp9207743%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YTQUGSsRwx9_3qo3uPTHyoo&sid=e0273f6555d680859423d757f926d3cf&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776365063&srpvid=689691cedfc51484&type=total&ucfs=1&,The River Hostel,Francesca,Italia,Litera en una habitación compartida femenina,3 noches ·,Persona que viaja sola,Excepcional,"Posizione strategica, a 10 minuti c'è anche un conveniente bike rent.
Bagni e stanze pulite. Personale tranquillo e disponibile.
Acqua a disposizione.","Nulla, lo consiglierei tranquillamente",10,Fecha del comentario: 18 de noviembre de 2023,"8,9","8,3","8,2","8,3","8,6","8,4","9,1","8,2",Muy bien
1776377680-6540,https://www.booking.com/hotel/es/the-river-hostel.es.html?aid=311984&label=the-river-hostel-pVbZ2u5Z4riHHBXVx2YG%2AAS393160854925%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-204448223128%3Alp9207743%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YTQUGSsRwx9_3qo3uPTHyoo&sid=e0273f6555d680859423d757f926d3cf&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776365063&srpvid=689691cedfc51484&type=total&ucfs=1&,The River Hostel,Dorine,Francia,Litera en dormitorio compartido mixto con 10 camas,2 noches ·,Persona que viaja sola,Agradable,Bon emplacement et bagagerie au top. De nombreux frigo et un espace commun pratique. Le prix très attractif fait la différence !,Petite cuisine par rapport aux nombres de personnes. Les lumières automatiques qui s'éteignent quand vous êtes sous la douche... Insupportable !,"6,0",Fecha del comentario: 18 de noviembre de 2023,"8,9","8,3","8,2","8,3","8,6","8,4","9,1","8,2",Muy bien
1776377680-6541,https://www.booking.com/hotel/es/the-river-hostel.es.html?aid=311984&label=the-river-hostel-pVbZ2u5Z4riHHBXVx2YG%2AAS393160854925%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-204448223128%3Alp9207743%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YTQUGSsRwx9_3qo3uPTHyoo&sid=e0273f6555d680859423d757f926d3cf&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776365063&srpvid=689691cedfc51484&type=total&ucfs=1&,The River Hostel,Marcin,Polonia,Litera en habitación compartida mixta de 12 camas,1 noche ·,En pareja,Excepcional,"Świetny hostel w Walencji. Spaliśmy tam ostatnio dwa razy. Za pierwszym razem z powodu niezależnej od hostelu sytuacji musieliśmy opuścić pokój po 2 nocach (zostały nam 4 kolejne). Hostel podszedł do sprawy SUPER. Nie tylko szybko poinformował nas o sytuacji, nie tylko zwrócił pieniądze (także za odbyte noclegi!) oraz także dorzucił miły bonus. Takie podejście do klienta powinno być wszędzie.
Oprócz tego: świetna lokalizacja praktycznie w centrum. Super blisko do zielonego terenu (Ogrody Turii), gdzie można odpocząć np. od ciepła.
Dobra organizacja pokoi (zasłonki do łóżek oraz DUŻE schowki na bagaże i rzeczy - to się ceni!); duże łazienki i inne przestrzenie. Wspólna przestrzeń do pogaduszek, fajna kuchnia. Miła i pomocna załoga na recepcji i nie tylko. Polecamy :)","Jeśli miałbym się czegoś przyczepić, to brak ""normalnego"" piekarnika w kuchni - za to jedna z mikrofalówek ma funkcję grilla.",10,Fecha del comentario: 18 de noviembre de 2023,"8,9","8,3","8,2","8,3","8,6","8,4","9,1","8,2",Muy bien
1776377680-6542,https://www.booking.com/hotel/es/the-river-hostel.es.html?aid=311984&label=the-river-hostel-pVbZ2u5Z4riHHBXVx2YG%2AAS393160854925%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-204448223128%3Alp9207743%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YTQUGSsRwx9_3qo3uPTHyoo&sid=e0273f6555d680859423d757f926d3cf&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776365063&srpvid=689691cedfc51484&type=total&ucfs=1&,The River Hostel,Maryna,Ucrania,Litera en una habitación compartida femenina,1 noche ·,En grupo,Гарний хостел,"Чистий, красивий хостел. Номер для жінок затишний, кожне ліжко закривається шторкою, має світильник і розетку. Безкоштовно дають замочок на ящик для речей.
Можна залишити речі у разі раннього приїзду чи пізнього виїзду.
Чисті туалети, душові кабінки. Все досить сучасне. Непогана кухня загального користування. 
Можна докупити сніданок. Вцілому непоганий. Тости, ковбаса, сир, джем, мюслі, йогурт, кава, чай, круассани, кекси.
Загальне враження дуже приємне.",Все було чудово,10,Fecha del comentario: 13 de noviembre de 2023,"8,9","8,3","8,2","8,3","8,6","8,4","9,1","8,2",Muy bien
1776377680-6543,https://www.booking.com/hotel/es/the-river-hostel.es.html?aid=311984&label=the-river-hostel-pVbZ2u5Z4riHHBXVx2YG%2AAS393160854925%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-204448223128%3Alp9207743%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YTQUGSsRwx9_3qo3uPTHyoo&sid=e0273f6555d680859423d757f926d3cf&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776365063&srpvid=689691cedfc51484&type=total&ucfs=1&,The River Hostel,Matej,Eslovenia,Litera en dormitorio compartido mixto con 10 camas,4 noches ·,Persona que viaja sola,Mal,Soba za druženje,"Soba, zajtrk, dvigalo","3,0",Fecha del comentario: 7 de noviembre de 2023,"8,9","8,3","8,2","8,3","8,6","8,4","9,1","8,2",Muy bien
1776377680-6544,https://www.booking.com/hotel/es/the-river-hostel.es.html?aid=311984&label=the-river-hostel-pVbZ2u5Z4riHHBXVx2YG%2AAS393160854925%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-204448223128%3Alp9207743%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YTQUGSsRwx9_3qo3uPTHyoo&sid=e0273f6555d680859423d757f926d3cf&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776365063&srpvid=689691cedfc51484&type=total&ucfs=1&,The River Hostel,Angélique,Francia,Litera en una habitación compartida femenina,2 noches ·,Persona que viaja sola,Bien,"Établissement proche du centre. 
Personnel super. 
Bar au sein de l'établissement.",Propreté à revoir surtout dans les sanitaires.,"6,0",Fecha del comentario: 5 de noviembre de 2023,"8,9","8,3","8,2","8,3","8,6","8,4","9,1","8,2",Muy bien
1776377680-6545,https://www.booking.com/hotel/es/the-river-hostel.es.html?aid=311984&label=the-river-hostel-pVbZ2u5Z4riHHBXVx2YG%2AAS393160854925%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-204448223128%3Alp9207743%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YTQUGSsRwx9_3qo3uPTHyoo&sid=e0273f6555d680859423d757f926d3cf&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776365063&srpvid=689691cedfc51484&type=total&ucfs=1&,The River Hostel,Marina,Georgia,Litera en una habitación compartida femenina,2 noches ·,Persona que viaja sola,все ок!,"«расположение», «персонал» и «кровать» все ок!",внимательние сотрудники,10,Fecha del comentario: 2 de noviembre de 2023,"8,9","8,3","8,2","8,3","8,6","8,4","9,1","8,2",Muy bien
1776377680-6546,https://www.booking.com/hotel/es/the-river-hostel.es.html?aid=311984&label=the-river-hostel-pVbZ2u5Z4riHHBXVx2YG%2AAS393160854925%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-204448223128%3Alp9207743%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YTQUGSsRwx9_3qo3uPTHyoo&sid=e0273f6555d680859423d757f926d3cf&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776365063&srpvid=689691cedfc51484&type=total&ucfs=1&,The River Hostel,Jana,Suecia,Litera en dormitorio compartido mixto con 10 camas,5 noches ·,Persona que viaja sola,Agradable,"Es gibt Vorhänge an den Betten, das schafft ein bisschen Privatsphäre. Außerdem gibt es beim Check-In gratis Schlösser für die Gepäckkisten dazu.
Die Lage ist super!","Das Personal wirkte leider ziemlich unmotiviert und teilweise unfreundlich. Fragen zu Aktivitäten wie Pub Crawl und Free Dinner oder auch Fahrradverleih, welche vorher groß per WhatsApp Nachricht vom Hostel angekündigt wurden, konnte das Personal nicht beantworten. Einen Fahrradverleih direkt im Hostel gibt es nicht. 
Das Hostel wurde in der Woche als ich da war von ziemlich vielen Schulklassen besucht. Morgens und abends waren sämtliche Tische im Gemeinschaftsraum für diese reserviert. Die wenigen Toiletten wurden auch von den Schulklassen belagert. Wenn man Bock hat Leute kennenzulernen und die typische Hostel-Atmosphäre mag sollte man dieses Hostel meiden!","6,0",Fecha del comentario: 29 de octubre de 2023,"8,9","8,3","8,2","8,3","8,6","8,4","9,1","8,2",Muy bien
1776377680-6547,https://www.booking.com/hotel/es/the-river-hostel.es.html?aid=311984&label=the-river-hostel-pVbZ2u5Z4riHHBXVx2YG%2AAS393160854925%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-204448223128%3Alp9207743%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YTQUGSsRwx9_3qo3uPTHyoo&sid=e0273f6555d680859423d757f926d3cf&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776365063&srpvid=689691cedfc51484&type=total&ucfs=1&,The River Hostel,Sannikova,Polonia,Litera en dormitorio compartido mixto con 10 camas,4 noches ·,Persona que viaja sola,Excepcional,"Приветливые и отзывчивые ребята на рецепции. Показали, объяснили, несмотря на мой очень плохой английский. Полотенце выдали под депозит, при выезде вернули залог. Распечатали посадочный талон пр просьбе.",Не нашла такого :),10,Fecha del comentario: 28 de octubre de 2023,"8,9","8,3","8,2","8,3","8,6","8,4","9,1","8,2",Muy bien
1776377680-6548,https://www.booking.com/hotel/es/the-river-hostel.es.html?aid=311984&label=the-river-hostel-pVbZ2u5Z4riHHBXVx2YG%2AAS393160854925%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-204448223128%3Alp9207743%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YTQUGSsRwx9_3qo3uPTHyoo&sid=e0273f6555d680859423d757f926d3cf&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776365063&srpvid=689691cedfc51484&type=total&ucfs=1&,The River Hostel,Alessia,Italia,Litera en dormitorio compartido mixto con 10 camas,3 noches ·,Persona que viaja sola,Excepcional,"Le varie aree erano molto grandi e c'era sempre spazio per tutti. C'era anche l'opzione colazione senza glutine, fantastica. Mi è piaciuto anche la separazione dei bagni maschi/femmine. Posizione dell'ostello perfetta, vicino al centro e vicino al Parco",,10,Fecha del comentario: 27 de octubre de 2023,"8,9","8,3","8,2","8,3","8,6","8,4","9,1","8,2",Muy bien
