nombre_del_hotel,nacionalidad,detalles_hab,noches,personas,comentario_general,positivo,negativo,nota,fecha,comentario_media_hotel,positivo_clean,negativo_clean
nh valencia las ciencias,italia,,6,persona que viaja sola,fantástico,,,9.0,2026-02-24,bien,,
nh valencia las ciencias,países bajos,,1,pareja,muy bien,,,8.0,2026-02-11,bien,,
nh valencia las ciencias,francia,,2,pareja,fantástico,,,9.0,2026-01-27,bien,,
nh valencia las ciencias,suiza,,12,pareja,fantástico,,,9.0,2026-01-11,bien,,
nh valencia las ciencias,italia,,3,pareja,fantástico,,,9.0,2026-01-03,bien,,
nh valencia las ciencias,italia,,2,pareja,muy bien,,,8.0,2026-01-02,bien,,
nh valencia las ciencias,italia,,3,familia,fantástico,,,9.0,2025-11-29,bien,,
nh valencia las ciencias,italia,,3,grupo,muy bien,,,8.0,2025-11-17,bien,,
nh valencia las ciencias,alemania,,3,grupo,BIEN,,,7.0,2025-11-10,bien,,
nh valencia las ciencias,países bajos,,3,persona que viaja sola,muy bien,,,8.0,2025-10-01,bien,,
nh valencia las ciencias,italia,,4,pareja,fantástico,,,9.0,2025-09-22,bien,,
nh valencia las ciencias,italia,,4,pareja,muy bien,,,8.0,2025-09-16,bien,,
nh valencia las ciencias,italia,,2,familia,fantástico,,,9.0,2025-09-14,bien,,
nh valencia las ciencias,italia,,4,grupo,muy bien,,,8.0,2025-09-08,bien,,
nh valencia las ciencias,italia,,5,grupo,fantástico,,,9.0,2025-09-03,bien,,
nh valencia las ciencias,países bajos,,2,pareja,muy bien,,,8.0,2025-09-01,bien,,
nh valencia las ciencias,italia,,3,pareja,fantástico,,,9.0,2025-09-01,bien,,
nh valencia las ciencias,italia,,2,pareja,¡¡¡Perfecto!!!,,,8.0,2025-08-31,bien,,
nh valencia las ciencias,países bajos,,12,pareja,fantástico,,,9.0,2025-08-26,bien,,
nh valencia las ciencias,francia,,1,familia,muy bien,,,8.0,2025-08-25,bien,,
nh valencia las ciencias,italia,,4,grupo,muy bien,,,8.0,2025-08-22,bien,,
nh valencia las ciencias,italia,,7,pareja,fantástico,,,9.0,2025-08-20,bien,,
nh valencia las ciencias,reino unido,,2,grupo,muy bien,,,8.0,2025-08-20,bien,,
nh valencia las ciencias,italia,,3,pareja,fantástico,,,9.0,2025-08-20,bien,,
nh valencia las ciencias,italia,,4,pareja,muy bien,,,8.0,2025-08-17,bien,,
nh valencia las ciencias,italia,,4,pareja,fantástico,,,9.0,2025-08-17,bien,,
nh valencia las ciencias,italia,,2,grupo,fantástico,,,9.0,2025-08-17,bien,,
nh valencia las ciencias,francia,,1,pareja,muy bien,,,8.0,2025-08-14,bien,,
nh valencia las ciencias,españa,,1,grupo,muy bien,,,8.0,2025-07-31,bien,,
nh valencia las ciencias,italia,,5,pareja,muy bien,,,8.0,2025-07-30,bien,,
nh valencia las ciencias,italia,,4,pareja,fantástico,,,9.0,2025-07-28,bien,,
nh valencia las ciencias,italia,,2,pareja,fantástico,,,9.0,2025-07-22,bien,,
nh valencia las ciencias,italia,habitación doble estándar con cama supletoria  2 adultos   1 niño  - 1 o 2 camas,7,familia,BIEN,,,7.0,2025-07-12,bien,,
nh valencia las ciencias,italia,,3,pareja,fantástico,,,9.0,2025-07-07,bien,,
nh valencia las ciencias,italia,,2,grupo,fantástico,,,9.0,2025-05-31,bien,,
nh valencia las ciencias,italia,habitación doble estándar con cama supletoria  2 adultos   1 niño  - 1 o 2 camas,4,familia,muy bien,,,8.0,2025-05-30,bien,,
nh valencia las ciencias,italia,habitación doble estándar con cama supletoria  2 adultos   1 niño  - 1 o 2 camas,4,familia,fantástico,,,9.0,2025-05-01,bien,,
nh valencia las ciencias,italia,,2,pareja,fantástico,,,9.0,2025-04-27,bien,,
nh valencia las ciencias,españa,,2,familia,fantástico,,,9.0,2025-04-21,bien,,
nh valencia las ciencias,italia,,2,familia,muy bien,,,8.0,2025-04-05,bien,,
nh valencia las ciencias,españa,,1,familia,fantástico,,,9.0,2025-04-03,bien,,
nh valencia las ciencias,países bajos,,5,pareja,muy bien,,,8.0,2025-03-21,bien,,
nh valencia las ciencias,italia,,2,grupo,fantástico,,,9.0,2025-03-18,bien,,
nh valencia las ciencias,países bajos,,2,pareja,BIEN,,,7.0,2025-03-15,bien,,
nh valencia las ciencias,italia,,3,pareja,fantástico,,,9.0,2025-03-12,bien,,
nh valencia las ciencias,italia,,3,pareja,fantástico,,,9.0,2025-03-08,bien,,
nh valencia las ciencias,italia,,2,persona que viaja sola,muy bien,,,8.0,2025-02-18,bien,,
nh valencia las ciencias,italia,,4,grupo,muy bien,,,8.0,2025-02-17,bien,,
nh valencia las ciencias,países bajos,,3,pareja,fantástico,,,9.0,2025-02-16,bien,,
nh valencia las ciencias,italia,,2,pareja,muy bien,,,8.0,2025-02-06,bien,,
nh valencia las ciencias,italia,,1,pareja,muy bien,,,8.0,2025-02-02,bien,,
nh valencia las ciencias,italia,,4,persona que viaja sola,muy bien,,,8.0,2025-01-26,bien,,
nh valencia las ciencias,alemania,habitación doble estándar con cama supletoria  2 adultos   1 niño  - 1 o 2 camas,2,familia,BIEN,,,7.0,2025-01-06,bien,,
nh valencia las ciencias,italia,,3,grupo,fantástico,,,9.0,2024-10-28,bien,,
nh valencia las ciencias,italia,,4,pareja,muy bien,,,8.0,2024-10-01,bien,,
nh valencia las ciencias,suiza,,3,familia,fantástico,,,9.0,2024-09-15,bien,,
nh valencia las ciencias,francia,,2,pareja,BIEN,,,7.0,2024-09-15,bien,,
nh valencia las ciencias,francia,,1,pareja,muy bien,,,8.0,2024-09-06,bien,,
nh valencia las ciencias,españa,,1,persona que viaja sola,fantástico,,,9.0,2024-09-05,bien,,
nh valencia las ciencias,españa,,2,pareja,BIEN,,,7.0,2024-09-02,bien,,
nh valencia las ciencias,italia,,10,pareja,muy bien,,,8.0,2024-09-01,bien,,
nh valencia las ciencias,italia,habitación doble estándar con cama supletoria  2 adultos   1 niño  - 1 o 2 camas,7,grupo,fantástico,,,9.0,2024-09-01,bien,,
nh valencia las ciencias,italia,,3,pareja,fantástico,,,9.0,2024-08-30,bien,,
nh valencia las ciencias,italia,,2,grupo,muy bien,,,8.0,2024-08-28,bien,,
nh valencia las ciencias,francia,,5,pareja,fantástico,,,9.0,2024-08-19,bien,,
nh valencia las ciencias,bélgica,habitación doble estándar con cama supletoria  2 adultos   1 niño  - 1 o 2 camas,4,familia,muy bien,,,8.0,2024-08-05,bien,,
nh valencia las ciencias,países bajos,,4,grupo,muy bien,,,8.0,2024-07-30,bien,,
nh valencia las ciencias,italia,,4,pareja,muy bien,,,8.0,2024-07-29,bien,,
nh valencia las ciencias,italia,,5,pareja,fantástico,,,9.0,2024-07-27,bien,,
nh valencia las ciencias,italia,,5,pareja,muy bien,,,8.0,2024-07-25,bien,,
nh valencia las ciencias,italia,,2,grupo,fantástico,,,9.0,2024-07-22,bien,,
nh valencia las ciencias,españa,,1,pareja,muy bien,,,8.0,2024-07-09,bien,,
nh valencia las ciencias,italia,,3,familia,fantástico,,,9.0,2024-07-04,bien,,
nh valencia las ciencias,países bajos,habitación doble estándar con cama supletoria  2 adultos   1 niño  - 1 o 2 camas,4,pareja,fantástico,,,9.0,2024-06-24,bien,,
nh valencia las ciencias,italia,,2,grupo,fantástico,,,9.0,2024-06-05,bien,,
nh valencia las ciencias,francia,,3,pareja,muy bien,,,8.0,2024-05-26,bien,,
nh valencia las ciencias,italia,,3,pareja,fantástico,,,9.0,2024-05-23,bien,,
nh valencia las ciencias,españa,,1,grupo,muy bien,,,8.0,2024-05-23,bien,,
nh valencia las ciencias,italia,,3,familia,muy bien,,,8.0,2024-05-19,bien,,
nh valencia las ciencias,alemania,,7,grupo,BIEN,,,7.0,2024-05-16,bien,,
nh valencia las ciencias,españa,,3,persona que viaja sola,muy bien,,,8.0,2024-05-13,bien,,
nh valencia las ciencias,italia,,4,pareja,BIEN,,,7.0,2024-05-12,bien,,
nh valencia las ciencias,italia,,3,pareja,fantástico,,,9.0,2024-05-11,bien,,
nh valencia las ciencias,italia,,4,persona que viaja sola,fantástico,,,9.0,2024-05-09,bien,,
nh valencia las ciencias,italia,,4,pareja,muy bien,,,8.0,2024-05-07,bien,,
nh valencia las ciencias,países bajos,,5,pareja,muy bien,,,8.0,2024-05-04,bien,,
nh valencia las ciencias,italia,,5,grupo,muy bien,,,8.0,2024-05-01,bien,,
nh valencia las ciencias,italia,,5,pareja,muy bien,,,8.0,2024-04-26,bien,,
nh valencia las ciencias,países bajos,,3,familia,muy bien,,,8.0,2024-04-22,bien,,
nh valencia las ciencias,italia,,2,pareja,fantástico,,,9.0,2024-04-14,bien,,
nh valencia las ciencias,alemania,,7,familia,muy bien,,,8.0,2024-04-07,bien,,
nh valencia las ciencias,italia,,5,familia,fantástico,,,9.0,2024-04-02,bien,,
nh valencia las ciencias,italia,,4,pareja,BIEN,,,7.0,2024-04-02,bien,,
nh valencia las ciencias,italia,,3,pareja,muy bien,,,8.0,2024-03-29,bien,,
nh valencia las ciencias,italia,,4,persona que viaja sola,fantástico,,,9.0,2024-03-26,bien,,
nh valencia las ciencias,italia,,2,pareja,fantástico,,,9.0,2024-03-24,bien,,
nh valencia las ciencias,reino unido,,3,familia,fantástico,,,9.0,2024-02-16,bien,,
nh valencia las ciencias,italia,,2,pareja,fantástico,,,9.0,2024-02-09,bien,,
nh valencia las ciencias,italia,,2,persona que viaja sola,fantástico,,,9.0,2024-02-05,bien,,
nh valencia las ciencias,italia,,5,pareja,fantástico,,,9.0,2024-02-04,bien,,
nh valencia las ciencias,francia,,3,pareja,muy bien,,,8.0,2024-01-26,bien,,
nh valencia las ciencias,españa,,1,pareja,fantástico,,,9.0,2024-01-21,bien,,
nh valencia las ciencias,italia,habitación doble estándar con cama supletoria  2 adultos   1 niño  - 1 o 2 camas,1,familia,muy bien,,,8.0,2024-01-18,bien,,
nh valencia las ciencias,españa,,2,pareja,muy bien,,,8.0,2024-01-15,bien,,
nh valencia las ciencias,italia,habitación doble estándar con cama supletoria  2 adultos   1 niño  - 1 o 2 camas,4,familia,fantástico,,,9.0,2024-01-11,bien,,
nh valencia las ciencias,españa,,2,pareja,BIEN,,,7.0,2024-01-02,bien,,
nh valencia las ciencias,alemania,,8,persona que viaja sola,fantástico,,,9.0,2024-01-02,bien,,
nh valencia las ciencias,italia,,4,familia,BIEN,,,7.0,2023-12-30,bien,,
nh valencia las ciencias,italia,,2,pareja,fantástico,,,9.0,2023-12-19,bien,,
nh valencia las ciencias,italia,,1,grupo,fantástico,,,9.0,2023-12-15,bien,,
nh valencia las ciencias,italia,,1,persona que viaja sola,fantástico,,,9.0,2023-12-13,bien,,
nh valencia las ciencias,españa,,2,pareja,muy bien,,,8.0,2023-12-10,bien,,
nh valencia las ciencias,italia,habitación doble estándar con cama supletoria  2 adultos   1 niño  - 1 o 2 camas,5,familia,muy bien,,,8.0,2023-12-03,bien,,
nh valencia las ciencias,alemania,,2,pareja,muy bien,,,8.0,2023-11-25,bien,,
nh valencia las ciencias,italia,,3,pareja,muy bien,,,8.0,2023-11-13,bien,,
nh valencia las ciencias,italia,,4,pareja,muy bien,,,8.0,2023-11-10,bien,,
nh valencia las ciencias,francia,habitación doble estándar con cama supletoria  2 adultos   1 niño  - 1 o 2 camas,1,familia,fantástico,,,9.0,2023-09-05,bien,,
nh valencia las ciencias,alemania,,3,persona que viaja sola,muy bien,,,8.0,2023-09-02,bien,,
nh valencia las ciencias,italia,,2,pareja,BIEN,,,7.0,2023-07-27,bien,,
nh valencia las ciencias,españa,,1,pareja,fantástico,,,9.0,2023-07-17,bien,,
nh valencia las ciencias,españa,,5,pareja,muy bien,,,8.0,2023-07-03,bien,,
nh valencia las ciencias,alemania,,5,grupo,muy bien,,,8.0,2023-06-18,bien,,
nh valencia las ciencias,alemania,,5,grupo,muy bien,,,8.0,2023-05-25,bien,,
nh valencia las ciencias,francia,,1,pareja,muy bien,,,8.0,2023-05-15,bien,,
nh valencia las ciencias,argentina,,3,persona que viaja sola,fantástico,,,9.0,2023-05-02,bien,,
nh valencia las ciencias,francia,,4,pareja,fantástico,,,9.0,2023-05-01,bien,,
nh valencia las ciencias,italia,,3,pareja,fantástico,,,9.0,2023-04-27,bien,,
nh valencia las ciencias,italia,,3,pareja,muy bien,,,8.0,2023-04-25,bien,,
nh valencia las ciencias,francia,,4,persona que viaja sola,fantástico,,,9.0,2023-04-22,bien,,
nh valencia las ciencias,italia,,3,persona que viaja sola,muy bien,,,8.0,2026-04-05,bien,,
nh valencia las ciencias,francia,,3,pareja,muy bien,,,8.0,2026-03-31,bien,,
nh valencia las ciencias,italia,,3,pareja,muy bien,,,8.0,2026-03-29,bien,,
nh valencia las ciencias,españa,,4,grupo,muy bien,,,8.0,2026-03-28,bien,,
nh valencia las ciencias,italia,,5,pareja,fantástico,,,9.0,2026-03-14,bien,,
nh valencia las ciencias,italia,habitación doble estándar con cama supletoria  2 adultos   1 niño  - 1 o 2 camas,2,familia,fantástico,,,9.0,2026-03-11,bien,,
nh valencia las ciencias,italia,,2,pareja,fantástico,,,9.0,2026-03-10,bien,,
nh valencia las ciencias,españa,habitación doble estándar con cama supletoria  2 adultos   1 niño  - 1 o 2 camas,1,familia,muy bien,,,8.0,2026-02-07,bien,,
nh valencia las ciencias,países bajos,,1,persona que viaja sola,BIEN,,,7.0,2026-02-05,bien,,
nh valencia las ciencias,italia,,3,pareja,BIEN,,,7.0,2026-01-30,bien,,
nh valencia las ciencias,italia,,2,pareja,fantástico,,,9.0,2026-01-18,bien,,
nh valencia las ciencias,españa,,2,pareja,BIEN,,,7.0,2026-01-13,bien,,
nh valencia las ciencias,suiza,,7,pareja,BIEN,,,7.0,2026-01-06,bien,,
nh valencia las ciencias,alemania,,6,grupo,muy bien,,,8.0,2025-11-17,bien,,
nh valencia las ciencias,italia,,3,familia,BIEN,,,7.0,2025-11-17,bien,,
nh valencia las ciencias,francia,,1,persona que viaja sola,BIEN,,,7.0,2025-10-21,bien,,
nh valencia las ciencias,suiza,,6,familia,muy bien,,,8.0,2025-10-07,bien,,
nh valencia las ciencias,países bajos,,1,pareja,muy bien,,,8.0,2025-10-06,bien,,
nh valencia las ciencias,españa,habitación doble estándar con cama supletoria  2 adultos   1 niño  - 1 o 2 camas,1,familia,fantástico,,,9.0,2025-09-29,bien,,
nh valencia las ciencias,italia,,4,pareja,muy bien,,,8.0,2025-09-21,bien,,
nh valencia las ciencias,francia,,3,pareja,BIEN,,,7.0,2025-09-15,bien,,
nh valencia las ciencias,italia,,4,pareja,fantástico,,,9.0,2025-09-14,bien,,
nh valencia las ciencias,suiza,,5,pareja,muy bien,,,8.0,2025-09-12,bien,,
nh valencia las ciencias,países bajos,,3,pareja,muy bien,,,8.0,2025-09-12,bien,,
nh valencia las ciencias,italia,,4,pareja,muy bien,,,8.0,2025-09-06,bien,,
nh valencia las ciencias,italia,habitación doble estándar con cama supletoria  2 adultos   1 niño  - 1 o 2 camas,2,familia,BIEN,,,7.0,2025-09-04,bien,,
nh valencia las ciencias,italia,,10,pareja,muy bien,,,8.0,2025-08-28,bien,,
nh valencia las ciencias,italia,,2,familia,muy bien,,,8.0,2025-08-17,bien,,
nh valencia las ciencias,españa,,3,familia,BIEN,,,7.0,2025-08-16,bien,,
nh valencia las ciencias,francia,,1,pareja,muy bien,,,8.0,2025-08-11,bien,,
nh valencia las ciencias,italia,,2,pareja,muy bien,,,8.0,2025-08-10,bien,,
nh valencia las ciencias,italia,,7,persona que viaja sola,fantástico,,,9.0,2025-08-09,bien,,
nh valencia las ciencias,italia,,1,persona que viaja sola,muy bien,,,8.0,2025-07-29,bien,,
nh valencia las ciencias,italia,,6,pareja,BIEN,,,7.0,2025-07-22,bien,,
nh valencia las ciencias,italia,,3,pareja,muy bien,,,8.0,2025-07-20,bien,,
nh valencia las ciencias,italia,,2,pareja,fantástico,,,9.0,2025-07-14,bien,,
nh valencia las ciencias,italia,,5,pareja,BIEN,,,7.0,2025-07-10,bien,,
nh valencia las ciencias,italia,habitación doble estándar con cama supletoria  2 adultos   1 niño  - 1 o 2 camas,3,familia,BIEN,,,7.0,2025-06-30,bien,,
nh valencia las ciencias,italia,,3,pareja,muy bien,,,8.0,2025-05-31,bien,,
nh valencia las ciencias,bélgica,,1,persona que viaja sola,BIEN,,,7.0,2025-05-29,bien,,
nh valencia las ciencias,italia,,1,pareja,muy bien,,,8.0,2025-05-28,bien,,
nh valencia las ciencias,italia,,5,pareja,muy bien,,,8.0,2025-05-25,bien,,
nh valencia las ciencias,italia,,3,pareja,muy bien,,,8.0,2025-05-04,bien,,
nh valencia las ciencias,alemania,,2,familia,muy bien,,,8.0,2025-05-04,bien,,
nh valencia las ciencias,alemania,,3,familia,muy bien,,,8.0,2025-05-04,bien,,
nh valencia las ciencias,italia,,3,pareja,fantástico,,,9.0,2025-05-03,bien,,
nh valencia las ciencias,españa,,3,pareja,hotel muy correcto y muy bien situado para visitar la ciudad de las artes y las ciencias,,,8.0,2025-05-02,bien,,
nh valencia las ciencias,italia,habitación doble estándar con cama supletoria  2 adultos   1 niño  - 1 o 2 camas,3,familia,BIEN,,,7.0,2025-05-01,bien,,
nh valencia las ciencias,alemania,,1,persona que viaja sola,BIEN,,,7.0,2025-05-01,bien,,
nh valencia las ciencias,italia,,3,pareja,BIEN,,,7.0,2025-04-29,bien,,
nh valencia las ciencias,italia,,3,pareja,BIEN,,,7.0,2025-04-29,bien,,
nh valencia las ciencias,italia,habitación doble estándar con cama supletoria  2 adultos   1 niño  - 1 o 2 camas,5,familia,fantástico,,,9.0,2025-04-23,bien,,
nh valencia las ciencias,italia,,5,persona que viaja sola,muy bien,,,8.0,2025-04-22,bien,,
nh valencia las ciencias,españa,,3,pareja,BIEN,,,7.0,2025-04-21,bien,,
nh valencia las ciencias,italia,habitación doble estándar con cama supletoria  2 adultos   1 niño  - 1 o 2 camas,3,familia,muy bien,,,8.0,2025-04-20,bien,,
nh valencia las ciencias,italia,,3,pareja,fantástico,,,9.0,2025-04-14,bien,,
nh valencia las ciencias,españa,,3,familia,muy bien,,,8.0,2025-04-11,bien,,
nh valencia las ciencias,italia,,2,grupo,muy bien,,,8.0,2025-04-07,bien,,
nh valencia las ciencias,italia,habitación doble estándar con cama supletoria  2 adultos   1 niño  - 1 o 2 camas,2,familia,muy bien,,,8.0,2025-04-04,bien,,
nh valencia las ciencias,italia,habitación doble estándar con cama supletoria  2 adultos   1 niño  - 1 o 2 camas,1,familia,muy bien,,,8.0,2025-03-30,bien,,
nh valencia las ciencias,italia,habitación doble estándar con cama supletoria - 1 o 2 camas,2,grupo,muy bien,,,8.0,2025-03-22,bien,,
nh valencia las ciencias,italia,,2,pareja,fantástico,,,9.0,2025-03-08,bien,,
nh valencia las ciencias,italia,habitación doble estándar con cama supletoria  2 adultos   1 niño  - 1 o 2 camas,3,familia,BIEN,,,7.0,2025-03-03,bien,,
nh valencia las ciencias,españa,habitación doble estándar con cama supletoria  2 adultos   1 niño  - 1 o 2 camas,1,familia,BIEN,,,7.0,2025-02-28,bien,,
nh valencia las ciencias,italia,habitación doble estándar con cama supletoria  2 adultos   1 niño  - 1 o 2 camas,2,familia,fantástico,,,9.0,2025-02-14,bien,,
nh valencia las ciencias,italia,habitación doble estándar con cama supletoria  2 adultos   1 niño  - 1 o 2 camas,2,familia,muy bien,,,8.0,2025-02-09,bien,,
nh valencia las ciencias,francia,,4,persona que viaja sola,muy bien,,,8.0,2025-01-22,bien,,
nh valencia las ciencias,italia,,2,pareja,muy bien,,,8.0,2025-01-07,bien,,
nh valencia las ciencias,italia,,4,grupo,BIEN,,,7.0,2025-01-07,bien,,
nh valencia las ciencias,suiza,,5,familia,muy bien,,,8.0,2025-01-03,bien,,
nh valencia las ciencias,italia,habitación doble estándar con cama supletoria  2 adultos   1 niño  - 1 o 2 camas,3,familia,muy bien,,,8.0,2024-12-27,bien,,
nh valencia las ciencias,francia,,1,persona que viaja sola,BIEN,,,7.0,2024-12-15,bien,,
nh valencia las ciencias,italia,,2,pareja,muy bien,,,8.0,2024-12-07,bien,,
nh valencia las ciencias,países bajos,,4,pareja,BIEN,,,7.0,2024-12-04,bien,,
nh valencia las ciencias,italia,,3,pareja,fantástico,,,9.0,2024-10-25,bien,,
nh valencia las ciencias,alemania,habitación doble estándar con cama supletoria  2 adultos   1 niño  - 1 o 2 camas,7,familia,muy bien,,,8.0,2024-10-21,bien,,
nh valencia las ciencias,suiza,,3,grupo,muy bien,,,8.0,2024-10-15,bien,,
nh valencia las ciencias,italia,,3,pareja,muy bien,,,8.0,2024-10-05,bien,,
nh valencia las ciencias,países bajos,,5,persona que viaja sola,muy bien,,,8.0,2024-09-27,bien,,
nh valencia las ciencias,bélgica,,3,grupo,muy bien,,,8.0,2024-09-20,bien,,
nh valencia las ciencias,italia,,3,pareja,BIEN,,,7.0,2024-09-14,bien,,
nh valencia las ciencias,italia,,1,pareja,muy bien,,,8.0,2024-09-09,bien,,
nh valencia las ciencias,españa,,2,grupo,muy bien,,,8.0,2024-09-03,bien,,
nh valencia las ciencias,países bajos,,7,pareja,BIEN,,,7.0,2024-08-31,bien,,
nh valencia las ciencias,italia,,6,pareja,fantástico,,,9.0,2024-08-27,bien,,
nh valencia las ciencias,italia,,3,grupo,BIEN,,,7.0,2024-08-26,bien,,
nh valencia las ciencias,españa,,1,persona que viaja sola,muy bien,,,8.0,2024-08-22,bien,,
nh valencia las ciencias,italia,,3,grupo,fantástico,,,9.0,2024-08-12,bien,,
nh valencia las ciencias,italia,,1,pareja,BIEN,,,7.0,2024-08-10,bien,,
nh valencia las ciencias,italia,,7,grupo,BIEN,,,7.0,2024-08-08,bien,,
nh valencia las ciencias,países bajos,,2,pareja,muy bien,,,8.0,2024-08-08,bien,,
nh valencia las ciencias,italia,,7,pareja,muy bien,,,8.0,2024-08-04,bien,,
nh valencia las ciencias,italia,,4,familia,fantástico,,,9.0,2024-07-31,bien,,
nh valencia las ciencias,italia,,4,pareja,muy bien,,,8.0,2024-07-31,bien,,
nh valencia las ciencias,italia,,3,familia,muy bien,,,8.0,2024-07-28,bien,,
nh valencia las ciencias,italia,,2,grupo,BIEN,,,7.0,2024-07-27,bien,,
nh valencia las ciencias,alemania,,2,pareja,muy bien,,,8.0,2024-07-20,bien,,
nh valencia las ciencias,italia,,4,pareja,muy bien,,,8.0,2024-07-17,bien,,
nh valencia las ciencias,italia,,6,pareja,muy bien,,,8.0,2024-07-16,bien,,
nh valencia las ciencias,suiza,,2,persona que viaja sola,muy bien,,,8.0,2024-07-16,bien,,
nh valencia las ciencias,italia,habitación doble estándar con cama supletoria  2 adultos   1 niño  - 1 o 2 camas,3,familia,fantástico,,,9.0,2024-07-12,bien,,
nh valencia las ciencias,alemania,,2,pareja,BIEN,,,7.0,2024-07-11,bien,,
nh valencia las ciencias,italia,,5,grupo,muy bien,,,8.0,2024-06-25,bien,,
nh valencia las ciencias,italia,,1,familia,fantástico,,,9.0,2024-06-18,bien,,
nh valencia las ciencias,alemania,,3,pareja,muy bien,,,8.0,2024-06-17,bien,,
nh valencia las ciencias,italia,,1,pareja,fantástico,,,9.0,2024-06-16,bien,,
nh valencia las ciencias,italia,,3,pareja,muy bien,,,8.0,2024-06-13,bien,,
nh valencia las ciencias,países bajos,,3,familia,BIEN,,,7.0,2024-06-13,bien,,
nh valencia las ciencias,italia,,4,pareja,muy bien,,,8.0,2024-06-10,bien,,
nh valencia las ciencias,países bajos,,5,familia,muy bien,,,8.0,2024-06-06,bien,,
nh valencia las ciencias,italia,,4,grupo,muy bien,,,8.0,2024-05-31,bien,,
nh valencia las ciencias,italia,habitación doble estándar con cama supletoria  2 adultos   1 niño  - 1 o 2 camas,3,familia,BIEN,,,7.0,2024-05-28,bien,,
nh valencia las ciencias,italia,,7,pareja,muy bien,,,8.0,2024-05-27,bien,,
nh valencia las ciencias,españa,,2,grupo,muy bien,,,8.0,2024-05-23,bien,,
nh valencia las ciencias,italia,,1,pareja,BIEN,,,7.0,2024-05-20,bien,,
nh valencia las ciencias,italia,,3,grupo,BIEN,,,7.0,2024-05-08,bien,,
nh valencia las ciencias,alemania,,1,familia,muy bien,,,8.0,2024-05-07,bien,,
nh valencia las ciencias,españa,,1,persona que viaja sola,muy bien,,,8.0,2024-05-05,bien,,
nh valencia las ciencias,italia,,2,familia,BIEN,,,7.0,2024-05-03,bien,,
nh valencia las ciencias,italia,habitación doble estándar con cama supletoria  2 adultos   1 niño  - 1 o 2 camas,2,pareja,BIEN,,,7.0,2024-05-01,bien,,
nh valencia las ciencias,españa,,1,persona que viaja sola,muy bien,,,8.0,2024-04-30,bien,,
nh valencia las ciencias,italia,,3,pareja,muy bien,,,8.0,2024-04-28,bien,,
nh valencia las ciencias,francia,,1,pareja,BIEN,,,7.0,2024-04-27,bien,,
nh valencia las ciencias,italia,,3,pareja,muy bien,,,8.0,2024-04-24,bien,,
nh valencia las ciencias,italia,,4,pareja,muy bien,,,8.0,2024-04-23,bien,,
nh valencia las ciencias,italia,,3,pareja,BIEN,,,7.0,2024-04-17,bien,,
nh valencia las ciencias,países bajos,,3,grupo,muy bien,,,8.0,2024-04-16,bien,,
nh valencia las ciencias,bélgica,,3,familia,muy bien,,,8.0,2024-04-10,bien,,
nh valencia las ciencias,italia,,3,pareja,muy bien,,,8.0,2024-04-08,bien,,
nh valencia las ciencias,países bajos,,2,pareja,muy bien,,,8.0,2024-04-02,bien,,
nh valencia las ciencias,alemania,,1,persona que viaja sola,muy bien,,,8.0,2024-03-31,bien,,
nh valencia las ciencias,italia,,2,grupo,muy bien,,,8.0,2024-03-25,bien,,
nh valencia las ciencias,italia,,3,pareja,fantástico,,,9.0,2024-03-25,bien,,
nh valencia las ciencias,españa,,2,familia,BIEN,,,7.0,2024-03-23,bien,,
nh valencia las ciencias,italia,,3,pareja,muy bien,,,8.0,2024-03-19,bien,,
nh valencia las ciencias,suiza,,2,persona que viaja sola,BIEN,,,7.0,2024-03-18,bien,,
nh valencia las ciencias,italia,habitación doble estándar con cama supletoria  2 adultos   1 niño  - 1 o 2 camas,4,familia,BIEN,,,7.0,2024-03-14,bien,,
nh valencia las ciencias,italia,,2,grupo,fantástico,,,9.0,2024-03-12,bien,,
nh valencia las ciencias,italia,,3,grupo,BIEN,,,7.0,2024-03-12,bien,,
nh valencia las ciencias,italia,,4,pareja,fantástico,,,9.0,2024-03-11,bien,,
nh valencia las ciencias,países bajos,,2,pareja,fantástico,,,9.0,2024-03-07,bien,,
nh valencia las ciencias,españa,,3,persona que viaja sola,fantástico,,,9.0,2024-03-03,bien,,
nh valencia las ciencias,italia,,3,pareja,muy bien,,,8.0,2024-03-03,bien,,
nh valencia las ciencias,países bajos,,1,grupo,muy bien,,,8.0,2024-03-01,bien,,
nh valencia las ciencias,italia,,2,pareja,BIEN,,,7.0,2024-02-29,bien,,
nh valencia las ciencias,italia,,6,persona que viaja sola,muy bien,,,8.0,2024-02-28,bien,,
nh valencia las ciencias,italia,,2,pareja,BIEN,,,7.0,2024-02-12,bien,,
nh valencia las ciencias,italia,,2,grupo,muy bien,,,8.0,2024-02-02,bien,,
nh valencia las ciencias,italia,,1,grupo,muy bien,,,8.0,2024-02-02,bien,,
nh valencia las ciencias,españa,,1,persona que viaja sola,muy bien,,,8.0,2024-01-24,bien,,
nh valencia las ciencias,españa,,1,pareja,muy bien,,,8.0,2024-01-17,bien,,
nh valencia las ciencias,españa,,1,grupo,muy bien,,,8.0,2024-01-15,bien,,
nh valencia las ciencias,italia,,1,pareja,BIEN,,,7.0,2024-01-02,bien,,
nh valencia las ciencias,italia,,2,pareja,BIEN,,,7.0,2024-01-02,bien,,
nh valencia las ciencias,italia,,2,pareja,fantástico,,,9.0,2023-12-24,bien,,
